"No.","Time","Source","Destination","Protocol","Length","Info"
"771","2019-02-26 23:51:00.777902","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"772","2019-02-26 23:51:00.778756","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"773","2019-02-26 23:51:00.779150","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"774","2019-02-26 23:51:00.779157","172.217.160.164","192.168.1.4","UDP","425","443  >  57815 Len=383"
"775","2019-02-26 23:51:00.780463","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"776","2019-02-26 23:51:00.791477","192.168.1.4","192.168.1.1","DNS","80","Standard query 0xb39e A beacons.gcp.gvt2.com"
"777","2019-02-26 23:51:00.801592","172.217.160.164","192.168.1.4","UDP","63","443  >  57815 Len=21"
"778","2019-02-26 23:51:00.848353","192.168.1.1","192.168.1.4","DNS","126","Standard query response 0xb39e A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 172.217.27.195"
"779","2019-02-26 23:51:00.873860","192.168.1.4","172.217.27.195","GQUIC","1392","Client Hello, PKN: 1, CID: 16584435804538960273"
"780","2019-02-26 23:51:00.969876","172.217.27.195","192.168.1.4","GQUIC","72","Payload (Encrypted), PKN: 1, CID: 16584435804538960273"
"781","2019-02-26 23:51:01.005694","172.217.27.195","192.168.1.4","GQUIC","1392","Payload (Encrypted), PKN: 2"
"782","2019-02-26 23:51:01.005698","172.217.27.195","192.168.1.4","GQUIC","73","Payload (Encrypted), PKN: 3"
"783","2019-02-26 23:51:01.007657","192.168.1.4","172.217.27.195","GQUIC","81","Payload (Encrypted), PKN: 2, CID: 16584435804538960273"
"784","2019-02-26 23:51:01.008150","192.168.1.4","172.217.27.195","GQUIC","70","Payload (Encrypted), PKN: 3, CID: 16584435804538960273"
"785","2019-02-26 23:51:01.009040","192.168.1.4","172.217.27.195","GQUIC","1392","Payload (Encrypted), PKN: 4, CID: 16584435804538960273"
"786","2019-02-26 23:51:01.009329","192.168.1.4","172.217.27.195","GQUIC","1392","Payload (Encrypted), PKN: 5, CID: 16584435804538960273"
"787","2019-02-26 23:51:01.009565","192.168.1.4","172.217.27.195","GQUIC","1261","Payload (Encrypted), PKN: 6, CID: 16584435804538960273"
"788","2019-02-26 23:51:01.059189","192.168.1.4","172.217.160.164","UDP","180","57815  >  443 Len=138"
"789","2019-02-26 23:51:01.082906","172.217.27.195","192.168.1.4","GQUIC","62","Payload (Encrypted), PKN: 4"
"790","2019-02-26 23:51:01.120496","172.217.27.195","192.168.1.4","GQUIC","62","Payload (Encrypted), PKN: 5"
"791","2019-02-26 23:51:01.136376","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"792","2019-02-26 23:51:01.162981","192.168.1.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"793","2019-02-26 23:51:01.162985","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"794","2019-02-26 23:51:01.162987","192.168.1.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"795","2019-02-26 23:51:01.163964","192.168.1.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"796","2019-02-26 23:51:01.163967","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"797","2019-02-26 23:51:01.163969","192.168.1.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"798","2019-02-26 23:51:01.165981","192.168.1.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"799","2019-02-26 23:51:01.165985","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"800","2019-02-26 23:51:01.165987","192.168.1.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"801","2019-02-26 23:51:01.165989","192.168.1.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"802","2019-02-26 23:51:01.165998","192.168.1.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"803","2019-02-26 23:51:01.167902","192.168.1.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"804","2019-02-26 23:51:01.167905","192.168.1.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"805","2019-02-26 23:51:01.167907","192.168.1.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"806","2019-02-26 23:51:01.167910","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"807","2019-02-26 23:51:01.167912","192.168.1.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"808","2019-02-26 23:51:01.181718","172.217.27.195","192.168.1.4","GQUIC","940","Payload (Encrypted), PKN: 6"
"809","2019-02-26 23:51:01.181723","172.217.27.195","192.168.1.4","GQUIC","58","Payload (Encrypted), PKN: 7"
"810","2019-02-26 23:51:01.184852","192.168.1.4","172.217.27.195","GQUIC","70","Payload (Encrypted), PKN: 7, CID: 16584435804538960273"
"811","2019-02-26 23:51:01.185465","172.217.160.164","192.168.1.4","UDP","79","443  >  57815 Len=37"
"812","2019-02-26 23:51:01.185468","172.217.160.164","192.168.1.4","UDP","59","443  >  57815 Len=17"
"813","2019-02-26 23:51:01.189584","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"814","2019-02-26 23:51:01.599609","192.168.1.4","172.217.160.164","UDP","397","57815  >  443 Len=355"
"815","2019-02-26 23:51:01.669407","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"816","2019-02-26 23:51:01.719322","172.217.160.164","192.168.1.4","UDP","102","443  >  57815 Len=60"
"817","2019-02-26 23:51:01.719992","172.217.160.164","192.168.1.4","UDP","59","443  >  57815 Len=17"
"818","2019-02-26 23:51:01.722032","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"819","2019-02-26 23:51:01.740787","192.168.1.4","172.217.160.164","UDP","170","57815  >  443 Len=128"
"820","2019-02-26 23:51:01.766172","192.168.1.4","172.217.166.194","GQUIC","131","Payload (Encrypted), PKN: 6, CID: 10248119375903055465"
"821","2019-02-26 23:51:01.806161","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"822","2019-02-26 23:51:01.866999","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"823","2019-02-26 23:51:01.867735","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"824","2019-02-26 23:51:01.868177","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"825","2019-02-26 23:51:01.868582","172.217.160.164","192.168.1.4","UDP","756","443  >  57815 Len=714"
"826","2019-02-26 23:51:01.868585","172.217.160.164","192.168.1.4","UDP","164","443  >  57815 Len=122"
"827","2019-02-26 23:51:01.870019","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"828","2019-02-26 23:51:01.875143","172.217.166.194","192.168.1.4","GQUIC","62","Payload (Encrypted), PKN: 8"
"829","2019-02-26 23:51:01.927749","172.217.166.194","192.168.1.4","GQUIC","58","Payload (Encrypted), PKN: 10"
"830","2019-02-26 23:51:01.928259","192.168.1.4","172.217.166.194","GQUIC","73","Payload (Encrypted), PKN: 7, CID: 10248119375903055465"
"831","2019-02-26 23:51:01.928456","172.217.166.194","192.168.1.4","GQUIC","103","Payload (Encrypted), PKN: 9"
"832","2019-02-26 23:51:01.928844","192.168.1.4","172.217.166.194","GQUIC","70","Payload (Encrypted), PKN: 8, CID: 10248119375903055465"
"833","2019-02-26 23:51:02.424691","192.168.1.4","172.217.160.164","UDP","268","57815  >  443 Len=226"
"834","2019-02-26 23:51:02.484659","192.168.1.4","172.217.160.164","UDP","81","57815  >  443 Len=39"
"835","2019-02-26 23:51:02.491829","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"836","2019-02-26 23:51:02.526326","192.168.1.4","172.217.160.164","UDP","228","57815  >  443 Len=186"
"837","2019-02-26 23:51:02.537065","172.217.160.164","192.168.1.4","UDP","74","443  >  57815 Len=32"
"838","2019-02-26 23:51:02.549413","192.168.1.4","172.217.160.164","UDP","88","57815  >  443 Len=46"
"839","2019-02-26 23:51:02.549925","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"840","2019-02-26 23:51:02.593414","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"841","2019-02-26 23:51:02.601194","172.217.160.164","192.168.1.4","UDP","74","443  >  57815 Len=32"
"842","2019-02-26 23:51:02.613810","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"843","2019-02-26 23:51:02.626632","192.168.1.4","172.217.160.164","UDP","235","57815  >  443 Len=193"
"844","2019-02-26 23:51:02.693948","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"845","2019-02-26 23:51:02.801211","192.168.1.4","172.217.160.164","UDP","213","57815  >  443 Len=171"
"846","2019-02-26 23:51:02.803651","172.217.160.164","192.168.1.4","UDP","423","443  >  57815 Len=381"
"847","2019-02-26 23:51:02.806021","172.217.160.164","192.168.1.4","UDP","62","443  >  57815 Len=20"
"848","2019-02-26 23:51:02.806023","172.217.160.164","192.168.1.4","UDP","292","443  >  57815 Len=250"
"849","2019-02-26 23:51:02.806743","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"850","2019-02-26 23:51:02.834018","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"851","2019-02-26 23:51:02.868554","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"852","2019-02-26 23:51:02.918067","172.217.160.164","192.168.1.4","UDP","79","443  >  57815 Len=37"
"853","2019-02-26 23:51:02.918070","172.217.160.164","192.168.1.4","UDP","59","443  >  57815 Len=17"
"854","2019-02-26 23:51:02.918641","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"855","2019-02-26 23:51:03.195355","192.168.1.4","192.168.1.1","DNS","75","Standard query 0xb398 A iaf.domain.name"
"856","2019-02-26 23:51:03.220284","192.168.1.4","172.217.160.164","UDP","275","57815  >  443 Len=233"
"857","2019-02-26 23:51:03.233177","192.168.1.4","172.217.160.164","UDP","186","57815  >  443 Len=144"
"858","2019-02-26 23:51:03.240211","192.168.1.4","192.168.1.1","DNS","75","Standard query 0xf5b7 A ssl.gstatic.com"
"859","2019-02-26 23:51:03.288358","172.217.160.164","192.168.1.4","UDP","64","443  >  57815 Len=22"
"860","2019-02-26 23:51:03.307781","192.168.1.1","192.168.1.4","DNS","91","Standard query response 0xf5b7 A ssl.gstatic.com A 172.217.160.195"
"861","2019-02-26 23:51:03.337975","172.217.160.164","192.168.1.4","UDP","102","443  >  57815 Len=60"
"862","2019-02-26 23:51:03.337978","172.217.160.164","192.168.1.4","UDP","59","443  >  57815 Len=17"
"863","2019-02-26 23:51:03.338883","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"864","2019-02-26 23:51:03.407356","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"865","2019-02-26 23:51:03.408260","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"866","2019-02-26 23:51:03.408706","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"867","2019-02-26 23:51:03.409144","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"868","2019-02-26 23:51:03.410508","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"869","2019-02-26 23:51:03.410511","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"870","2019-02-26 23:51:03.411466","172.217.160.164","192.168.1.4","UDP","209","443  >  57815 Len=167"
"871","2019-02-26 23:51:03.411468","172.217.160.164","192.168.1.4","UDP","92","443  >  57815 Len=50"
"872","2019-02-26 23:51:03.412347","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"873","2019-02-26 23:51:03.413015","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"874","2019-02-26 23:51:03.430897","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"875","2019-02-26 23:51:03.431357","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"876","2019-02-26 23:51:03.431766","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"877","2019-02-26 23:51:03.432734","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"878","2019-02-26 23:51:03.433565","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"879","2019-02-26 23:51:03.433856","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"880","2019-02-26 23:51:03.434390","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"881","2019-02-26 23:51:03.434724","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"882","2019-02-26 23:51:03.435475","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"883","2019-02-26 23:51:03.436794","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"884","2019-02-26 23:51:03.437513","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"885","2019-02-26 23:51:03.437711","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"886","2019-02-26 23:51:03.438803","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"887","2019-02-26 23:51:03.439301","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"888","2019-02-26 23:51:03.439778","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"889","2019-02-26 23:51:03.440721","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"890","2019-02-26 23:51:03.441096","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"891","2019-02-26 23:51:03.441808","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"892","2019-02-26 23:51:03.441811","172.217.160.164","192.168.1.4","UDP","467","443  >  57815 Len=425"
"893","2019-02-26 23:51:03.442526","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"894","2019-02-26 23:51:03.472019","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"895","2019-02-26 23:51:03.472648","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"896","2019-02-26 23:51:03.473018","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"897","2019-02-26 23:51:03.473487","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"898","2019-02-26 23:51:03.474781","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"899","2019-02-26 23:51:03.475126","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"900","2019-02-26 23:51:03.475590","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"901","2019-02-26 23:51:03.476655","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"902","2019-02-26 23:51:03.477056","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"903","2019-02-26 23:51:03.477509","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"904","2019-02-26 23:51:03.478824","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"905","2019-02-26 23:51:03.479422","172.217.160.164","192.168.1.4","UDP","1106","443  >  57815 Len=1064"
"906","2019-02-26 23:51:03.479557","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"907","2019-02-26 23:51:03.506423","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"908","2019-02-26 23:51:03.750682","192.168.1.1","192.168.1.4","DNS","142","Standard query response 0xb398 No such name A iaf.domain.name SOA ac1.nstld.com"
"909","2019-02-26 23:51:03.753404","192.168.1.4","192.168.1.255","NBNS","92","Name query NB IAF<00>"
"910","2019-02-26 23:51:03.755788","fe80::b5c1:f2bf:57c1:c225","ff02::1:3","LLMNR","83","Standard query 0x861f A iaf"
"911","2019-02-26 23:51:03.756502","192.168.1.4","224.0.0.252","LLMNR","63","Standard query 0x861f A iaf"
"912","2019-02-26 23:51:04.158645","192.168.1.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"913","2019-02-26 23:51:04.158648","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"914","2019-02-26 23:51:04.158650","192.168.1.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"915","2019-02-26 23:51:04.162379","192.168.1.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"916","2019-02-26 23:51:04.162381","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"917","2019-02-26 23:51:04.162382","192.168.1.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"918","2019-02-26 23:51:04.162383","192.168.1.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"919","2019-02-26 23:51:04.162383","192.168.1.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"920","2019-02-26 23:51:04.162384","192.168.1.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"921","2019-02-26 23:51:04.162385","192.168.1.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"922","2019-02-26 23:51:04.162386","192.168.1.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"923","2019-02-26 23:51:04.162391","192.168.1.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"924","2019-02-26 23:51:04.163528","192.168.1.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"925","2019-02-26 23:51:04.163531","192.168.1.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"926","2019-02-26 23:51:04.163533","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"927","2019-02-26 23:51:04.164342","192.168.1.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"928","2019-02-26 23:51:04.167043","fe80::b5c1:f2bf:57c1:c225","ff02::1:3","LLMNR","83","Standard query 0x861f A iaf"
"929","2019-02-26 23:51:04.167681","192.168.1.4","224.0.0.252","LLMNR","63","Standard query 0x861f A iaf"
"930","2019-02-26 23:51:04.203679","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"931","2019-02-26 23:51:04.204267","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"932","2019-02-26 23:51:04.204865","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"933","2019-02-26 23:51:04.205349","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"934","2019-02-26 23:51:04.205351","172.217.160.164","192.168.1.4","UDP","468","443  >  57815 Len=426"
"935","2019-02-26 23:51:04.206065","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"936","2019-02-26 23:51:04.206482","172.217.160.164","192.168.1.4","UDP","1201","443  >  57815 Len=1159"
"937","2019-02-26 23:51:04.212578","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"938","2019-02-26 23:51:04.213029","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"939","2019-02-26 23:51:04.213212","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"940","2019-02-26 23:51:04.214322","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"941","2019-02-26 23:51:04.215045","192.168.1.4","172.217.160.164","UDP","84","57815  >  443 Len=42"
"942","2019-02-26 23:51:04.215266","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"943","2019-02-26 23:51:04.216307","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"944","2019-02-26 23:51:04.217021","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"945","2019-02-26 23:51:04.217229","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"946","2019-02-26 23:51:04.218304","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"947","2019-02-26 23:51:04.218670","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"948","2019-02-26 23:51:04.219161","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"949","2019-02-26 23:51:04.220472","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"950","2019-02-26 23:51:04.221548","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"951","2019-02-26 23:51:04.222418","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"952","2019-02-26 23:51:04.222423","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"953","2019-02-26 23:51:04.222855","172.217.160.164","192.168.1.4","UDP","1165","443  >  57815 Len=1123"
"954","2019-02-26 23:51:04.223967","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"955","2019-02-26 23:51:04.224130","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"956","2019-02-26 23:51:04.224428","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"957","2019-02-26 23:51:04.224995","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"958","2019-02-26 23:51:04.226195","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"959","2019-02-26 23:51:04.226614","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"960","2019-02-26 23:51:04.226949","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"961","2019-02-26 23:51:04.227953","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"962","2019-02-26 23:51:04.228238","172.217.160.164","192.168.1.4","UDP","958","443  >  57815 Len=916"
"963","2019-02-26 23:51:04.229160","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"964","2019-02-26 23:51:04.255701","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"965","2019-02-26 23:51:04.280731","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"966","2019-02-26 23:51:04.281334","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"967","2019-02-26 23:51:04.281701","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"968","2019-02-26 23:51:04.282143","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"969","2019-02-26 23:51:04.283485","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"970","2019-02-26 23:51:04.284426","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"971","2019-02-26 23:51:04.284473","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"972","2019-02-26 23:51:04.285094","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"973","2019-02-26 23:51:04.286338","192.168.1.4","172.217.160.164","UDP","1071","57815  >  443 Len=1029"
"974","2019-02-26 23:51:04.286415","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"975","2019-02-26 23:51:04.286924","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"976","2019-02-26 23:51:04.287286","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"977","2019-02-26 23:51:04.288047","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"978","2019-02-26 23:51:04.288631","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"979","2019-02-26 23:51:04.289202","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"980","2019-02-26 23:51:04.290143","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"981","2019-02-26 23:51:04.290508","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"982","2019-02-26 23:51:04.291220","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"983","2019-02-26 23:51:04.291229","172.217.160.164","192.168.1.4","UDP","360","443  >  57815 Len=318"
"984","2019-02-26 23:51:04.291837","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"985","2019-02-26 23:51:04.299252","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"986","2019-02-26 23:51:04.299833","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"987","2019-02-26 23:51:04.300221","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"988","2019-02-26 23:51:04.300705","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"989","2019-02-26 23:51:04.302034","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"990","2019-02-26 23:51:04.302405","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"991","2019-02-26 23:51:04.302829","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"992","2019-02-26 23:51:04.304148","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"993","2019-02-26 23:51:04.305114","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"994","2019-02-26 23:51:04.305208","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"995","2019-02-26 23:51:04.308077","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"996","2019-02-26 23:51:04.308082","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"997","2019-02-26 23:51:04.308084","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"998","2019-02-26 23:51:04.308555","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"999","2019-02-26 23:51:04.308556","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1000","2019-02-26 23:51:04.309000","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"1001","2019-02-26 23:51:04.309299","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1002","2019-02-26 23:51:04.310019","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"1003","2019-02-26 23:51:04.310478","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1004","2019-02-26 23:51:04.311734","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1005","2019-02-26 23:51:04.312121","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"1006","2019-02-26 23:51:04.312561","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1007","2019-02-26 23:51:04.314821","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1008","2019-02-26 23:51:04.314829","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1009","2019-02-26 23:51:04.316076","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"1010","2019-02-26 23:51:04.316577","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1011","2019-02-26 23:51:04.316582","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
"1012","2019-02-26 23:51:04.317077","192.168.1.4","172.217.160.164","UDP","71","57815  >  443 Len=29"
"1013","2019-02-26 23:51:04.317556","172.217.160.164","192.168.1.4","UDP","1392","443  >  57815 Len=1350"
